#SIZE: TIME: for NLOOK: 10000000
5000 4.896880
10000 5.545330
15000 5.904310
20000 6.484280
25000 6.928810
30000 7.080950
35000 6.982380
40000 7.519700
45000 7.834270
50000 7.418470
55000 7.713260
60000 7.958140
65000 7.670100
70000 8.772890
75000 8.429100
80000 8.334540
85000 8.697760
90000 8.398400
95000 8.724370
