#SIZE: TIME: for NLOOK: 10000000
5000 5.099870
10000 5.711640
15000 6.144280
20000 6.622420
25000 7.024090
30000 7.484960
35000 7.147720
40000 7.426770
45000 7.353860
50000 7.500440
55000 7.676980
60000 8.946110
65000 8.098280
70000 8.162410
75000 8.476580
80000 8.458330
85000 9.005760
90000 9.004540
95000 10.469500
